propId, label, description, count,type
P1305,Skyscraper Center ID,building ID as used on the CTBUH's www.skyscrapercenter.com,10,string
P1377,MTR station code,Hong Kong station codes issued by MTR,10,string
P1267,AlloCiné serie ID,,9,string
P1407,MusicBrainz series ID,series identifier per the MusicBrainz open music encyclopedia,9,string
P1790,BioStor author identifier,"Author identifier, in the BioStor database and archive of journal articles",9,string
P799,Air Ministry specification,aircraft specification issued by the United Kingdom Air Ministry,9,string
P894,Zentralblatt MATH,identifier in the zbMath database,9,string
P1182,LIBRIS editions,ID for the items in the libris-catalogue about specific books,8,string
P1573,BBC Genome identifier,identifier for a single episode/ programme in the BBC Genome database of Radio Times programme listings,8,string
P1602,BBC Your Paintings venue identifier,"authority control identifier for venues housing art, in the UK",8,string
P1668,ATCvet,ATCvet code,8,string
P1760,Aviation Safety Network Wikibase Occurrence,Wikibase occurrence number per the Aviation Safety Network's database,8,string
P221,ISO 639-6,language code per ISO 639-6,8,string
P993,NFPA Health,,8,string
P994,NFPA Fire,,8,string
P995,NFPA Reactivity,NFPA code for chemical or physical reactivity,8,string
P1189,Chinese Library Classification,identifier used for this class in the CLC,7,string
P1246,patent number,string representing a patented invention,7,string
P1541,Cycling Quotient identifier,identifier on http://www.cqranking.com,7,string
P1588,Desa code of Indonesia,,7,string
P1728,AllMusic artist ID,ID of an artist in AllMusic database,7,string
P1787,art-name,type of pseudonym traditionnally adopted by writers and artists in East Asia,7,string
P653,PubMed Health,ID published by the PubMed Health website,7,string
P670,street number,"number in the street address. To be used as a qualifier of Property:P669 street""""",7,string
P733,DINOloket ,database of geologic units in the Netherlands (Data Informatie Nederlandse Ondergrond),7,string
P907,allgame ID,allgame video game database ID number,7,string
P1143,BN (Argentine) editions,catalogue number for books (editions) in the National Library of the Argentine Republic,6,string
P1188,Dharma Drum Buddhist College place ID,,6,string
P1260,Cultural heritage database in Sweden,,6,string
P1294,WWF ecoregion code,identifier for ecoregions,6,string
P1316,SMDB ID,identifier in the Swedish Media Database,6,string
P1380,uglybridges.com ID,database based on the National Bridge Inventory. Lists every U.S. bridge over 20 feet (6 meters) long,6,string
P1550,Orphanet ID,ID in the Orpha.net database (without ORPHA prefix),6,string
P1708,LfDS object ID,ID of Landesamt für Denkmalpflege Sachsen for national heritage sites,6,string
P1715,RKD/ESD identifier (Slovenia),reference number of intangible cultural heritage of Slovenia (EID),6,string
P1726,Florentine musea Inventario 1890  ID,museum inventory identifier,6,string
P476,CELEX number,ID for European legal texts in EUR-Lex database,6,string
P595,IUPHAR ID,ID of the International Union of Pharmacology databank,6,string
P671,Mouse Genome Informatics ID,ID of a gene in the Mouse Genome Informatics database,6,string
P773,ISO 3166-3,codes for country names which have been deleted from ISO 3166-1 since its first publication in 1974,6,string
P778,Swedish code for parishes in the Church,Church of Sweden parish code,6,string
P819,ADS bibcode,bibcode in the Astrophysics Data System,6,string
P1172,Geokod,identifier for historical administrative division of Sweden (1862-1951),5,string
P1203,Finnish municipality number,,5,string
P1213,NLC authorities,person identifier for National Library of China,5,string
P1381,bridgehunter.com ID,database of historic bridges,5,string
P1397,State Catalogue of Geographical Names identifier (Russia),identifier in State Catalogue of Geographical Names (Russia),5,string
P1700,SIPA identifier,Index number in the SIPA (Sistema de Informação para o Património Arquitectónico) database of heritage sites in Portugal,5,string
P1821,Open Food Facts food category slug,represents a food category on Open Food Facts,5,string
P502,HURDAT identifier,the subject's HURDAT (North Atlantic hurricane database) identifier,5,string
P779,Swedish Pastoratskod,Pastoral district code for the Church of Sweden,5,string
P1222,NARA person ID,,4,string
P1234,ISFDB publication ID,ID number of an edition of a publication in the Internet Speculative Fiction Database,4,string
P1386,Japanese High School Code,ID for Japanese high schools,4,string
P1575,RISS catalog,"union catalog of South Korea and Japan, maintained by RISS",4,string
P1649,Korean Movie Database ID,"South Korean online database of information related to Korean movies, animation, actors, television shows, production crew personnel and other film-related information.",4,string
P1692,ICD-9-CM,ICD adaption assigning diagnostic and procedure codes,4,string
P1717,SANDRE ID,ID of the French national Water Information System,4,string
P1771,Integrated Postsecondary Education Data System identifier,Identifer for colleges and universities in the United States,4,string
P1786,posthumous name,name given to a person after death (East Asia),4,string
P1815,RSL book's identifier,,4,string
P667,ICPC 2 ID,classification method for primary care encounters,4,string
P818,arXiv ID,identifier of arXiv pre-print archive,4,string
P862,Operational Requirement of the UK Air Ministry,specification for future military aircraft by the UK Air Ministry,4,string
P1160,ISO 4 abbreviation,ISO 4 bibliographic code/abbreviation established in 1972,3,string
P1187,Dharma Drum Buddhist College person ID,,3,string
P1219,Internet Broadway Database show ID,ID for a play or other work (which may have had 1 or more productions),3,string
P1224,NARA geographic ID,,3,string
P1230,JSTOR journal code,ID used by JSTOR to identify a journal,3,string
P1262,RAÄ-nummer,database of the cultural heritage in Sweden,3,string
P1341,Italian Chamber of Deputies ID,ID code from the Italian Chamber of Deputies for incumbent and former deputies,3,string
P1353,original spelling,original spelling of a scientific name,3,string
P1400,FCC Facility ID,U.S. ID number for broadcast stations,3,string
P1466,WALS lect code,code for a language,3,string
P1471,reporting mark,reporting mark for railroads in North America,3,string
P1624,MarineTraffic Port ID,port identification number assigned by the MarineTraffic database ,3,string
P1798,ISO 639-5,ISO 639-5 code of a language family,3,string
P663,DSM IV,classification found in the Diagnostic and Statistical Manual of Mental Disorders,3,string
P760,DPLA ID,"books, paintings, films, museum objects and archival records that have been digitised throughout United States",3,string
P777,Swedish civil parish code/ATA code,civil parish code for Sweden,3,string
P888,JSTOR article ID,JSTOR stable periodical article identifier,3,string
P932,PMCID,identifier issued by PubMed Central,3,string
P1157,US Congress Bio identifier,person identifier on the Biographical Directory of the United States Congress,2,string
P1261,Rundata,"database about runestones, mainly in Sweden, but stones in all of Europe, Greenland and U.S. can be found here",2,string
P1270,Norway Database for Statistics on Higher education periodical ID,identifier for academic journals,2,string
P1272,Norway Import Service and Registration Authority periodical code,,2,string
P1277,Jufo ID,identifier in a Finnish Publication Forum,2,string
P1428,Lost Art-ID,identifier in the Lost Art Internet Database,2,string
P1453,catholic.ru identifier,identifier on the site catholic.ru,2,string
P1467,WALS genus code,code for a language genus,2,string
P1474,Nupill Literatura Digital - Document,document identifier from Nupill Literatura Digital,2,string
P1564,At the Circulating Library ID,ID in the At the Circulating Library Victorian literature database,2,string
P1580,University of Barcelona authority ID,,2,string
P1645,NIST/CODATA ID,identifier for a physical constant,2,string
P1653,TERYT municipality code,identifier for a municipality per the Główny Urząd Statystyczny in Poland,2,string
P1655,station number,station number in subway system,2,string
P1679,BBC Your Paintings artwork identifier,authority control identifier for artworks (publicly owned oil paintings in the UK),2,string
P1702,IGESPAR identifier,Index number in the IGESPAR  (Instituto de Gestão do Património Arquitectónico e Arqueológico) database of heritage sites in Portugal,2,string
P1707,DAAO identifier,Design & Art Australia Online identifier,2,string
P1743,Bradley and Fletcher checklist number,reference for a species in the Bradley and Fletcher checklist of British lepidoptera,2,string
P1744,Agassiz et al checklist number,"Reference for a species in the 2013 checklist of over 2,700 species British lepidoptera",2,string
P1782,courtesy name,"name bestowed upon a person at adulthood in addition to one's given name, mostly in East Asia",2,string
P1803,Masaryk University person ID,"ID of a person affiliated with Masaryk University (staff, alumnus, student…)",2,string
P1810,named as,credit name for an individual that participated in the production of the product,2,string
P1837,Gaoloumi ID,ID of a building in the the Gaoloumi database,2,string
P1838,PSS-archi ID,ID of a building in the PSS-archi database,2,string
P586,IPNI author ID,ID of a person in the International Plant Names Index,2,string
P700,Kemler ID,code describing the hazards of a chemical in transport,2,string
P849,Japanese military aircraft designation,aircraft designation per the Japanese military,2,string
P860,e-archiv.li ID,"identifier in e-archiv.li, a directory of sources of Landesarchiv Liechtenstein",2,string
P863,InPhO identifier ,link to the Indiana Philosophy Ontology project,2,string
P874,UN class,UN hazard classification code,2,string
P876,UN packaging group,packaging code according to UN transportation rules,2,string
P918,NOC Occupation Code,NOC/CNP Code for a given occupation in Canada and Québec,2,string
P919,SOC Occupation Code (2010),Standard Occupational Classification code for US jobs (2010 version),2,string
P920,Spanish subject headings for public libraries,"subject headings for public libraries maintained by the Spanish Ministry of Education, Culture and Sport. Terms are linked (in different numbers) to LCSH, GND, RAMEAU, LEMAC (Subject Headings in Catalan).",2,string
P1154,Scopus EID,unique academic work identifier assigned in Scopus bibliographic database,1,string
P1155,Scopus Affiliation ID,Scopus uses a unique identifier for each organisation in author affiliations,1,string
P1161,Z39.5 abbreviation,Z39.5 bibliographic code/abbreviation established in 1969 by National Information Standards Organization and used widely in the US,1,string
P1162,Bluebook abbreviation,Bluebook citation style includes abbreviations,1,string
P1208,ISMN,International Standard Music Number,1,string
P1225,NARA topical subject ID,,1,string
P1226,NARA specific records type ID,,1,string
P1231,NARA catalogue record ID,unique identifier for catalogue records,1,string
P1239,ISFDB publisher ID,ID number of a publisher in the Internet Speculative Fiction Database,1,string
P1242,Theatricalia play ID,"Identifier for a theatrical work, in the Theatricalia database - http://theatricalia.com/",1,string
P1243,International Standard Recording Code,,1,string
P1271,Norway Database for Statistics on Higher education publisher ID,,1,string
P1275,Norway Import Service and Registration Authority publisher code,,1,string
P1300,bibcode,bibcode for a journal,1,string
P1378,China railway TMIS station code,a five digit code for railway stations used in China railway system,1,string
P1468,WALS family code,code for a language family,1,string
P1544,Federal Register Document Number,Authority file ID in the United States Federal Register,1,string
P1553,Yandex.Music ID,id on the site music.yandex.ru,1,string
P1554,UBERON ID,ID from UBERON ontology (without prefix),1,string
P1578,Gmelin Number,"unique identifier for inorganic chemical compounds, in the Gmelin database",1,string
P1579,Beilstein Registry Number,Unique identifier for organic chemical compounds in the Beilstein database,1,string
P1583,MalaCards ID,identifier in the Malacards database of diseases,1,string
P1607,Dialnet author,,1,string
P1609,Dialnet journal,,1,string
P1610,Dialnet article,,1,string
P1663,ProCyclingStats ID,Identifier on the website ProCyclingStats (www.procyclingstats.com),1,string
P1664,Cycling Database ID,Identifier on the website Cycling Database (www.cyclingdatabase.com),1,string
P1690,ICD-10-PCS,medical classification used for procedural coding ,1,string
P1691,operations and procedures key (OPS),official classification of operational procedures,1,string
P1736,Information Center for Israeli Art artist identifier,Authority control for artists,1,string
P1738,Merck Index monograph,URL stem of page in The Merck Index Online,1,string
P1739,CiNii book identifer,"Identifier for books, in the Japanese CiNii bibliography.",1,string
P1751,BBC Your Paintings collection identifier,"authority control identifier for art collections, in the UK",1,string
P1763,National Pipe Organ Register identifier,Identifier in National Pipe Organ Register,1,string
P1785,temple name,name bestowed to a monarch after death (East Asia),1,string
P1796,International Standard Industrial Classification code,code of industry by ISIC (International Standard Industrial Classification of All Economic Activities),1,string
P1805,World Health Organisation International Nonproprietary Name,drug identifier,1,string
P1806,ABoK number,knot identifier in the Ashley Book of Knots,1,string
P1822,DSH object ID,"identifier for cultural monuments in Hamburg, Germany",1,string
P1823,BAnQ ID,unique identifier for a work in the collection of Bibliothèque et Archives nationales du Québec,1,string
P1825,Baseball-Reference.com major league player ID,Major League Baseball player ID assigned by Baseball-Reference.com,1,string
P1826,Baseball-Reference.com minor league player ID,Minor League Baseball player ID assigned by Baseball-Reference.com,1,string
P1827,ISWC,"unique identifier for musical works,  adopted as international standard ISO 15707",1,string
P1832,GrassBase ID,ID in GrassBase - The Online World Grass Flora,1,string
P1839,US Federal Election Commission identifier,"Identifier assigned by the US Federal Election Commission for federal candidates, parties, and other committees",1,string
P627,IUCN-ID,source for IUCN conservation status (P141),1,string
P679,ZVG number,identifier of GESTIS database,1,string
P864,ACM Digital Library author identifier,Association for Computing Machinery Digital Library (ACM DL) author identifier,1,string
P877,NFPA Other,NFPA Other,1,string
P889,Mathematical Reviews identifier,"Mathematical Reviews is a journal and online database published by the American Mathematical Society (AMS) that contains brief synopses (and occasionally evaluations) of many articles in mathematics, statistics and theoretical computer science.",1,string
P1113,series length,the number of items in a series,335,quantity
P1083,seating capacity,"seating capacity of the venue, vehicle",11455,quantity
P1086,atomic number,number of protons found in the nucleus of the atom,4651,quantity
P1092,total produced,quantity of item produced,2483,quantity
P1098,number of speakers,number of people who speak a language,841,quantity
P1104,number of pages,number of pages in an edition of a written work,287,quantity
P1101,floors above ground,above ground floor count of a building (ground floor included),185,quantity
P1110,attendance,"number of people (spectators, ticket holders) at an event or exhibition",165,quantity
P1096,orbital eccentricity,amount of the deviation of an orbit from a perfect circle,40,quantity
P1081,Human Development Index,HDI value of a country,23,quantity
P1099,number of masts,number of masts a ship has,12,quantity
P1102,flattening,measure of the compression of an ellipsoid of revolution,5,quantity
P1087,ELO rating,"quantitative measure of one's game-playing ability, particularly in chess",4,quantity
P1093,gross tonnage,unitless index related to a ship's overall internal volume,14,quantity
P1109,refractive index,refractive index of a substance with wavelength and temperature as qualifiers,12,quantity
P1082,population,number of people inhabiting the place,270331,quantity
P1112,Pokédex number,a Pokémon identification number,2642,quantity
P1103,number of platforms,number of tracks serving a platform in a railway station,2388,quantity
P1090,redshift,the redshift measure of an astronomical object,123,quantity
P1100,number of cylinders,number of cylinders in a piston engine or compressor,64,quantity
P1088,Mohs' hardness,,48,quantity
P1108,electronegativity,,16,quantity
P1181,numeric value,numerical value of a number (e.g. 1) or a constant (e.g. pi),10120,quantity
P1148,neutron number,number of neutrons of an isotope,4505,quantity
P1174,visitors per year ,number of people visiting a location each year,1052,quantity
P1352,ranking,person's ranking in a sport,993,quantity
P1114,quantity,number of instances of this subject,600,quantity
P1120,number of deaths,number of people who died as a result of an event or cause,376,quantity
P1128,employees,total number of employees of a company at a given point in time,331,quantity
P1118,tennis singles ranking,ranking of player (use qualifiers P580 & P582 for timespan),244,quantity
P1119,tennis doubles ranking,ranking of player in doubles (use qualifiers P580 & P582 for timespan),242,quantity
P1132,number of participants,"number of participants of an event, e.g. people or groups of people that take part in the event",213,quantity
P1215,apparent magnitude,apparent magnitude of an astronomic object,165,quantity
P1121,oxidation state,,157,quantity
P1342,number of seats,number of seats/members in an assembly (legislative house or similar),150,quantity
P1725,beats per minute,tempo of a musical work,83,quantity
P1641,port,default communication endpoint in TCP or UDP protocol,74,quantity
P1339,number of injured,number of people with non-fatal injuries in an event,71,quantity
P1548,maximum Strahler number,"highest Strahler number of a stream, creek, or river",61,quantity
P1539,female population,,41,quantity
P1540,male population,,41,quantity
P1122,spin quantum number,,31,quantity
P1198,unemployment rate,portion of a workforce population that is not employed,30,quantity
P1139,floors below ground,the total number of below ground floors of the building,23,quantity
P1436,collection or exhibition size,number of items in a collection or exhibition,20,quantity
P1561,number of survivors,number of people surviving an event,20,quantity
P1125,Gini coefficient,measure of statistical dispersion intended to represent the income distribution of a nation's residents,16,quantity
P1301,number of elevators,number of elevators in a building,15,quantity
P1697,total valid votes,vote count for the elections (excluding invalid votes),13,quantity
P1569,number of edges,number of edges of a shape,12,quantity
P1570,number of vertices,number of vertices of a shape,9,quantity
P1470,maximum glide ratio ,maximum glide ratio of an aircraft,8,quantity
P1247,compression ratio,compression ratio of an engine,7,quantity
P1314,number of spans,number of spans a bridge has,6,quantity
P1603,number of cases,"the cumulative number of confirmed, probable and suspected occurrences",6,quantity
P1164,cardinality of the group,number of elements in a finite group,5,quantity
P1350,number of matches played,matches or games a player officially appeared in,5,quantity
P1446,number of missing,"number of people missing after an event - qualify with point in time (P585)""""",5,quantity
P1590,number of casualties,number of people dead or injured because of this event.  Used when precise data on number of deaths and number of injured is unavailable.,5,quantity
P1117,pKa,acid dissociation constant,4,quantity
P1123,parity,property of elementary particle,4,quantity
P1141,number of processor cores,the number of independent actual processing units,4,quantity
P1351,number of points/goals scored,goals / points scored in a match used as qualifier to the participant. Use P1358 for league points.,4,quantity
P1410,number of seats in legislature,number of seats a political party has in a given legislature,4,quantity
P1457,absolute magnitude,absolute magnitude of an astronomic object,4,quantity
P1129,national team caps,,3,quantity
P1373,daily ridership,"number of people riding a transportation line or network, or using a station in a given day",3,quantity
P1658,number of faces,number of faces of a mathematical solid,3,quantity
P1124,teu,"capacity measured in twenty-foot equivalent unit""""",2,quantity
P1279,inflation rate,percent change in CPI in one year,2,quantity
P1345,number of victims,number of victims of a serial killer,2,quantity
P1458,color index,color index of an astronomical object,2,quantity
P1752,scale,"Proportional ratio of a linear dimension of a model, map, etc,  to the same feature of the original - 1:n. Use 1 for lifesize, positive numbers for smaller than lifesize, negative numbers for larger",2,quantity
P1130,doubles titles,number of tournament victories in tennis doubles,1,quantity
P1131,singles titles,number of tournament victories in tennis singles,1,quantity
P1193,prevalence,portion of a population with a given disease,1,quantity
P1295,emissivity ,ability of a substance to radiate thermal energy from its surface,1,quantity
P1418,orbits completed,number of orbits a spacecraft has done around a body,1,quantity
P1538,number of households,,1,quantity
P1011,excluding,usually used as a qualifier,0,null
P1032,Digital Rights Management system,technologies  to control the use of digital content and devices after sale,0,null
P1097,g-factor,characteristic property of any elementary particle (Landé factor),0,null
P1107,proportion,"to be used as a qualifier, value must be between 0 and 1",0,null
P1111,votes received,number of votes for a candidate in an election,0,null
P1016,asteroid taxonomy,type of asteroid classification,0,null
P1039,type of kinship,"qualifier of relative (P1038)"" to indicate unusual family relationships (ancestor  son-in-law adoptions  etc). Avoid using for relationships that can be derived from the family tree or have an explicit property (spouse child  etc)""",0,null
P1106,sandbox-quantity,property to be used for testing the quantity datatype,0,null
P1126,isospin quantum number,characteristic property of any elementary particle,0,null
P1127,isospin z-component,characteristic property of any elementary particle,0,null
P1135,nomenclatural status,"the status of a scientific name, according to the relevant rules of nomenclature",0,null
P1152,IPTC Media Topic,topic classification following the IPTC Media Topics vocabulary,0,null
P1167,USB ID,vendor ID used in USB devices,0,null
P1227,astronomical filter,passband used to isolate particular sections of the electromagnetic spectrum,0,null
P1244,phone number (URL),number dialed into a telephone to communicate with a specific entity,0,null
P1310,statement disputed by,entity that disputes a given statement,0,null
P1354,shown with features,features depicted in a work,0,null
P1355,matches won/games won,number of matches or games won in a league or an event,0,null
P1356,matches lost/games lost,number of matches or games lost in a league or an event,0,null
P1357,matches/games drawn/tied,number of matches or games drawn or tied in a league or an event,0,null
P1358,points for,number of points in a league table or decathlon. (Use P1351 for goals/points in a match),0,null
P1359,number of points/goals conceded,points conceded or goals against (use in league table items),0,null
P1390,match time of score (minutes),minutes into a game when a goal is scored,0,null
P1437,plea,"whether a person pleaded guilty, not guilty, etc.",0,null
P1443,score method,"qualifier of points/goal scored by (P1363)""""",0,null
P1450,Sandbox Monolingual text,sandbox for testing the monolingual text datatype,0,null
P1480,sourcing circumstances,"qualifiers for claims: circa, misprint, presumably...",0,null
P1608,Dialnet book,,0,null
P1642,acquisition transaction,how the player was aquired; qualifier for P54 (member of sports team),0,null
P1643,departure transaction,how the player was released or transferred from the roster; qualifier for P54 (member of sports team),0,null
P1661,Alexa rank,The website's Alexa ranking with P585 as a qualifier for each value. The current value should be marked 'preferred'.,0,null
P1665,Chess Games ID,Identifier on the website Chess Games (www.chessgames.com),0,null
P1666,Chess Club ID,Identifier on the website Chess Club (www6.chessclub.com),0,null
P1673,general formula,molecular formula of a class of compounds,0,null
P1674,number confirmed,qualifier; number of occurrences classified as confirmed for reporting purposes,0,null
P1675,number probable,qualifier for number of cases; number of occurrences classified as probable for reporting purposes,0,null
P1676,number suspected,qualifier for number of cases; number of occurrences classified as suspected for reporting purposes,0,null
P1686,awarded for work,qualifier of award received (P166) to specify the work that an award was given to the creator for,0,null
P1688,AniDB identifier,ID on the site http://anidb.net,0,null
P1689,central government debt as a percent of GDP,,0,null
P1706,together with,qualifier to specify the person or group that this property is shared with,0,null
P1721,pinyin transliteration,hanyu pinyin transliteration of a pinyin text (usually to be used as a qualifier),0,null
P1729,AllMusic album ID,ID of an album in AllMusic database,0,null
P1730,AllMusic song ID,ID of a song in AllMusic database,0,null
P1734,oath of office date,when person swore the oath of office,0,null
P1775,follower of,for unknown artists who work in the manner of the named artist,0,null
P1776,circle of,"for unknown artists who lived in the same time as the named author in a similar style, possibly a follower or someone who had contact with the named artist",0,null
P1777,manner of,"for unknown artists who worked in a similar style as the named author, but not necessary from the same period",0,null
P1778,forgery after,for an artwork trying to appear to be the work of the named author,0,null
P1779,possible creator,for a creative work with consderable uncertainty about the author,0,null
P1780,school of,"for a creative work with author with a style influenced by the known author or circle, active in the same period, but a student or follower",0,null
P1828,IPI Code,"international unique identifier for composer, author and other relevant parties",0,null
P1829,Roud Folk Song Index,"Id for a database of nearly 200,000 references to nearly 25,000 songs",0,null
P1831,electorate,the number of registered voters for the place,0,null
P1833,number of registered users/contributors,number of registered users on a website,0,null
P1836,draft pick number,overall pick number with which a player is selected in a sports draft,0,null
P368,Sandbox-CommonsMediaFile,"Sandbox property for value of type Commons Media File""""",0,null
P369,Sandbox-Item,"Sandbox property for value of type Item""""",0,null
P405,taxon author,the author(s) that (optionally) may be cited with the scientific name,0,null
P453,character role,specific role played or filled by subject (use only as qualifier of P161 or P725),0,null
P548,version type,type of version (qualifier for P348),0,null
P554,website username,username on a website that the person or organization has an account on (only use as qualifier of P553),0,null
P578,Sandbox-TimeValue,"Sandbox property for value of type TimeValue""""",0,null
P654,direction relative to location,qualifier for geographical locations to express relative direction,0,null
P659,GenLoc assembly,specify the genome assembly of the gene in UCSC Genome Informatics website,0,null
P678,incertae sedis,qualifier for P171 (parent taxon) to mark which intermediate ranks are incertae sedis,0,null
P697,ex taxon author,"person to whom to ascribe a taxon name, denoted by ex"" (via P405)""",0,null
P783,hymenium type,type of spore-bearing surface or that mushroom,0,null
P792,chapter,title or number of the chapter where a claim is made,0,null
P794,as,generic qualifier,0,null
P820,arXiv classification,arXiv classification of pre-print articles,0,null
P857,CNKI,identifier in the China National Knowledge Infrastructure database,0,null
P875,UN code classification,UN code classification,0,null
P893,Social Science Research Network ID,article/paper identifier at the SSRN,0,null
P922,magnetic ordering,magnetic ordering of a substance,0,null
P925,presynaptic connection,neuron connects on its presynaptic end to,0,null
P926,postsynaptic connection,neuron connects on its postsynaptic end to,0,null
P928,activating neurotransmitter,which neurotransmitter activates the neuron,0,null
P929,color space,mathematical model describing the way colors can be represented as tuples of numbers,0,null
P958,"section, verse, or paragraph","paragraph, column, or other kind of special indication to find information on a page or on a document (legal texts et al.)",0,null
P967,guest of honor,"guest(s) of honor invited to an event, e.g. a convention",0,null
P980,code for weekend and holiday homes (Sweden),a type of Statistics Sweden-code,0,null
P999,ARICNS,ARICNS code,0,null
P1476,title,the title of a work,15473,monolingualtext
P1705,native label,label for the items in their official language (Q23492) or their original language (P364),7924,monolingualtext
P1813,short name,"the short name of a place, organisation, person etc.",3585,monolingualtext
P1448,official name,official name of the subject in its official language(s),1548,monolingualtext
P1477,birth name,"full name of a person at birth, if different from their current, generally used name (samples: John Peter Doe for Joe Doe, Ann Smith for Ann Miller)",1364,monolingualtext
P1680,subtitle,"for works, when the title is followed by a subtitle",1227,monolingualtext
P1451,motto text,short motivation sentence associated to item (e.g. at the bottom of its coat of arms),1214,monolingualtext
P1449,nickname,the nickname of an entity,433,monolingualtext
P1559,name in native language,name of a person in their native language,388,monolingualtext
P1549,demonym,"the demonym for people or things associated with a given place. In English, this should start with a Capital letter. Singular masculine adjective form is preferred. Add a qualifier if another form is added.",360,monolingualtext
P1684,inscription,"inscriptions, markings and signatures on an object",84,monolingualtext
P1635,religious name,name taken or used as a member of a religious community,47,monolingualtext
P1638,working title,temporary name of a product or project used during its development,10,monolingualtext
P1683,quote,"quote supporting the statement claim (to be used in the sources"" field)""",6,monolingualtext
P625,coordinate location,geocoordinates of the subject,2139981,globe-coordinate
P1332,coordinate of northernmost point,northernmost point of a location. For an administrative entity this includes offshore islands,110,globe-coordinate
P1333,coordinate of southernmost point,southernmost point of a place. For administrative entities this includes offshore islands,109,globe-coordinate
P1335,coordinate of westernmost point,westernmost point of a location,109,globe-coordinate
P1334,coordinate of easternmost point,easternmost point of a location,108,globe-coordinate
P1259,coordinates of the point of view,"point from which the scene depicted by the element is seen (element can be a photo, a painting, etc.)",16,globe-coordinate
P626,Sandbox-GeoCoordinateValue,"Sandbox property for value of type GeoCoordinateValue""""",1,globe-coordinate
P10,video,relevant video,264,commonsMedia
P109,signature,image of a person's signature,3475,commonsMedia
P18,image,"relevant illustration of the subject; if available, use more specific properties (sample: coat of arms image, locator map, flag image, signature image, logo image)",795805,commonsMedia
P94,coat of arms image,image of the item's coat of arms,51120,commonsMedia
P242,locator map image,geographic map image which highlights the location of the subject,41541,commonsMedia
P41,flag image,picture of the item's flag,22146,commonsMedia
P948,Wikivoyage banner,banner for the related Wikivoyage page,8588,commonsMedia
P181,range map image,range map of a taxon,6074,commonsMedia
P154,logo image,"graphic mark or emblem commonly used by commercial enterprises, organizations and products",5279,commonsMedia
P117,chemical structure,representation of the structure for a chemical compound,4224,commonsMedia
P158,seal image,image of subject's seal (emblem),4174,commonsMedia
P14,highway marker,graphic representing the highway,3930,commonsMedia
P15,road map,map of the road,3265,commonsMedia
P1442,grave picture,"picture of a person or animal's grave, gravestone or tomb",2633,commonsMedia
P51,audio,relevant sound,592,commonsMedia
P443,pronunciation audio,audio media file on Wikimedia Commons with pronunciation,467,commonsMedia
P990,recording of the subject's spoken voice,audio file representing the speaking voice of a person; or of an  animated cartoon or other fictitious character,349,commonsMedia
P989,spoken text audio,audio file for the spoken work or Wikipedia article,330,commonsMedia
P996,scan file (Commons),file related to the content of the source/book/report on Wikimedia Commons,270,commonsMedia
P1801,commemorative plaque image,"image of plaque or inscription commemorating or mentioning the subject. For graves, use grave picture (P1442)",198,commonsMedia
P1766,place name sign,image of road sign with place name on it,125,commonsMedia
P1621,detail map,a map containing details about the entire location,38,commonsMedia
P367,astronomic symbol image,image of the symbol that identify a planet or an asteroid of the solar system,30,commonsMedia
P491,orbit diagram,image with the diagram of the orbit of an astronomic body,8,commonsMedia
P207,bathymetry image,"file with bathymetric chart, bathymetric map",6,commonsMedia
P1543,monogram,image of a person's monogram,3,commonsMedia
P692,Gene Atlas Image,image showing the GeneAtlas expression pattern,1,commonsMedia
